PassengerId,Survived,Pclass,SibSp,Parch,SexUpd,Rels,EmbarkedN,CabinN,AgeN,Fare
496,0,3,0,0,0,0,0,6,1,14.4583
579,0,3,1,0,1,1,0,6,1,14.4583
74,0,3,1,0,0,1,0,6,26,14.4542
112,0,3,1,0,1,1,0,6,14.5,14.4542
241,0,3,1,0,1,1,0,6,1,14.4542
363,0,3,0,1,1,1,0,6,45,14.4542
621,0,3,1,0,0,1,0,6,27,14.4542
703,0,3,0,1,1,1,0,6,18,14.4542
831,1,3,1,0,1,1,0,6,15,14.4542
424,0,3,1,1,1,2,1,6,28,14.4
617,0,3,1,1,0,2,1,6,34,14.4
861,0,3,2,0,0,2,1,6,41,14.1083
318,0,2,0,0,0,0,1,6,54,14
548,1,2,0,0,0,0,0,6,1,13.8625
867,1,2,1,0,1,1,0,6,27,13.8583
474,1,2,0,0,1,0,0,3,23,13.7917
233,0,2,0,0,0,0,1,6,59,13.5
563,0,2,0,0,0,0,1,6,28,13.5
696,0,2,0,0,0,0,1,6,52,13.5
707,1,2,0,0,1,0,1,6,45,13.5
692,1,3,0,1,1,1,0,6,4,13.4167
18,1,2,0,0,0,0,1,6,1,13
22,1,2,0,0,0,0,1,3,34,13
124,1,2,0,0,1,0,1,4,32.5,13
135,0,2,0,0,0,0,1,6,25,13
150,0,2,0,0,0,0,1,6,42,13
179,0,2,0,0,0,0,1,6,30,13
191,1,2,0,0,1,0,1,6,32,13
192,0,2,0,0,0,0,1,6,19,13
200,0,2,0,0,1,0,1,6,24,13
214,0,2,0,0,0,0,1,6,30,13
222,0,2,0,0,0,0,1,6,27,13
229,0,2,0,0,0,0,1,6,18,13
289,1,2,0,0,0,0,1,6,42,13
328,1,2,0,0,1,0,1,3,36,13
343,0,2,0,0,0,0,1,6,28,13
344,0,2,0,0,0,0,1,6,25,13
345,0,2,0,0,0,0,1,6,36,13
346,1,2,0,0,1,0,1,5,24,13
347,1,2,0,0,1,0,1,6,40,13
358,0,2,0,0,1,0,1,6,38,13
388,1,2,0,0,1,0,1,6,36,13
418,1,2,0,2,1,2,1,6,18,13
419,0,2,0,0,0,0,1,6,30,13
444,1,2,0,0,1,0,1,6,28,13
464,0,2,0,0,0,0,1,6,48,13
577,1,2,0,0,1,0,1,6,34,13
636,1,2,0,0,1,0,1,6,28,13
659,0,2,0,0,0,0,1,6,23,13
667,0,2,0,0,0,0,1,6,25,13
674,1,2,0,0,0,0,1,6,31,13
715,0,2,0,0,0,0,1,6,52,13
723,0,2,0,0,0,0,1,6,34,13
724,0,2,0,0,0,0,1,6,50,13
734,0,2,0,0,0,0,1,6,23,13
735,0,2,0,0,0,0,1,6,23,13
748,1,2,0,0,1,0,1,6,30,13
796,0,2,0,0,0,0,1,6,39,13
801,0,2,0,0,0,0,1,6,34,13
809,0,2,0,0,0,0,1,6,39,13
865,0,2,0,0,0,0,1,6,24,13
866,1,2,0,0,1,0,1,6,42,13
887,0,2,0,0,0,0,1,6,27,13
293,0,2,0,0,0,0,0,3,36,12.875
400,1,2,0,0,1,0,1,6,28,12.65
151,0,2,0,0,0,0,1,6,51,12.525
80,1,3,0,0,1,0,1,6,30,12.475
752,1,3,0,1,0,1,1,4,6,12.475
778,1,3,0,0,1,0,1,6,5,12.475
824,1,3,0,1,1,1,1,4,27,12.475
304,1,2,0,0,1,0,2,4,1,12.35
323,1,2,0,0,1,0,2,6,30,12.35
627,0,2,0,0,0,0,2,6,57,12.35
480,1,3,0,1,1,1,1,6,2,12.2875
240,0,2,0,0,0,0,1,6,33,12.275
390,1,2,0,0,1,0,0,6,17,12
145,0,2,0,0,0,0,1,6,18,11.5
530,0,2,2,1,0,3,1,6,23,11.5
758,0,2,0,0,0,0,1,6,18,11.5
862,0,2,1,0,0,1,1,6,21,11.5
40,1,3,1,0,1,1,0,6,14,11.2417
126,1,3,1,0,0,1,0,6,12,11.2417
9,1,3,0,2,1,2,1,6,27,11.1333
173,1,3,1,1,1,2,1,6,1,11.1333
870,1,3,1,1,0,2,1,6,4,11.1333
883,0,3,0,0,1,0,1,6,22,10.5167
34,0,2,0,0,0,0,1,6,66,10.5
57,1,2,0,0,1,0,1,6,21,10.5
67,1,2,0,0,1,0,1,5,29,10.5
71,0,2,0,0,0,0,1,6,32,10.5
85,1,2,0,0,1,0,1,6,17,10.5
220,0,2,0,0,0,0,1,6,30,10.5
227,1,2,0,0,0,0,1,6,19,10.5
235,0,2,0,0,0,0,1,6,24,10.5
239,0,2,0,0,0,0,1,6,19,10.5
243,0,2,0,0,0,0,1,6,29,10.5
266,0,2,0,0,0,0,1,6,36,10.5
399,0,2,0,0,0,0,1,6,23,10.5
440,0,2,0,0,0,0,1,6,31,10.5
459,1,2,0,0,1,0,1,6,50,10.5
517,1,2,0,0,1,0,1,5,34,10.5
527,1,2,0,0,1,0,1,6,50,10.5
571,1,2,0,0,0,0,1,6,62,10.5
620,0,2,0,0,0,0,1,6,26,10.5
673,0,2,0,0,0,0,1,6,70,10.5
718,1,2,0,0,1,0,1,4,27,10.5
773,0,2,0,0,1,0,1,4,57,10.5
813,0,2,0,0,0,0,1,6,35,10.5
842,0,2,0,0,0,0,1,6,16,10.5
884,0,2,0,0,0,0,1,6,28,10.5
206,0,3,0,1,1,1,1,6,2,10.4625
252,0,3,1,1,1,2,1,6,29,10.4625
688,0,3,0,0,0,0,1,6,19,10.1708
877,0,3,0,0,0,0,1,6,20,9.8458
678,1,3,0,0,1,0,1,6,18,9.8417
475,0,3,0,0,1,0,1,6,22,9.8375
114,0,3,1,0,1,1,1,6,20,9.825
403,0,3,1,0,1,1,1,6,21,9.825
484,1,3,0,0,1,0,1,6,63,9.5875
504,0,3,0,0,1,0,1,6,37,9.5875
82,1,3,0,0,0,0,1,6,29,9.5
201,0,3,0,0,0,0,1,6,28,9.5
283,0,3,0,0,0,0,1,6,16,9.5
287,1,3,0,0,0,0,1,6,30,9.5
356,0,3,0,0,0,0,1,6,28,9.5
442,0,3,0,0,0,0,1,6,20,9.5
753,0,3,0,0,0,0,1,6,33,9.5
771,0,3,0,0,0,0,1,6,24,9.5
869,0,3,0,0,0,0,1,6,1,9.5
714,0,3,0,0,0,0,1,6,29,9.4833
41,0,3,1,0,1,1,1,6,40,9.475
226,0,3,0,0,0,0,1,6,22,9.35
856,1,3,0,1,1,1,1,6,18,9.35
351,0,3,0,0,0,0,1,6,23,9.225
683,0,3,0,0,0,0,1,6,20,9.225
139,0,3,0,0,0,0,1,6,16,9.2167
81,0,3,0,0,0,0,1,6,22,9
874,0,3,0,0,0,0,1,6,47,9
294,0,3,0,0,1,0,1,6,24,8.85
585,0,3,0,0,0,0,0,6,1,8.7125
798,1,3,0,0,1,0,1,6,31,8.6833
70,0,3,2,0,0,2,1,6,26,8.6625
159,0,3,0,0,0,0,1,6,1,8.6625
164,0,3,0,0,0,0,1,6,17,8.6625
286,0,3,0,0,0,0,0,6,33,8.6625
350,0,3,0,0,0,0,1,6,42,8.6625
405,0,3,0,0,1,0,1,6,20,8.6625
472,0,3,0,0,0,0,1,6,38,8.6625
501,0,3,0,0,0,0,1,6,17,8.6625
535,0,3,0,0,1,0,1,6,30,8.6625
726,0,3,0,0,0,0,1,6,20,8.6625
822,1,3,0,0,0,0,1,6,27,8.6625
837,0,3,0,0,0,0,1,6,21,8.6625
845,0,3,0,0,0,0,1,6,17,8.6625
104,0,3,0,0,0,0,1,6,33,8.6542
804,1,3,0,1,0,1,0,6,1,8.5167
6,0,3,0,0,0,0,2,6,1,8.4583
653,0,3,0,0,0,0,1,6,21,8.4333
198,0,3,0,1,0,1,1,6,42,8.4042
770,0,3,0,0,0,0,1,6,32,8.3625
835,0,3,0,0,0,0,1,6,18,8.3
68,0,3,0,0,0,0,1,6,19,8.1583
681,0,3,0,0,1,0,2,6,1,8.1375
445,1,3,0,0,0,0,1,6,1,8.1125
5,0,3,0,0,0,0,1,6,35,8.05
13,0,3,0,0,0,0,1,6,20,8.05
38,0,3,0,0,0,0,1,6,21,8.05
46,0,3,0,0,0,0,1,6,1,8.05
78,0,3,0,0,0,0,1,6,1,8.05
88,0,3,0,0,0,0,1,6,1,8.05
90,0,3,0,0,0,0,1,6,24,8.05
91,0,3,0,0,0,0,1,6,29,8.05
96,0,3,0,0,0,0,1,6,1,8.05
113,0,3,0,0,0,0,1,6,22,8.05
122,0,3,0,0,0,0,1,6,1,8.05
153,0,3,0,0,0,0,1,6,55.5,8.05
158,0,3,0,0,0,0,1,6,30,8.05
205,1,3,0,0,0,0,1,6,18,8.05
221,1,3,0,0,0,0,1,6,16,8.05
223,0,3,0,0,0,0,1,6,51,8.05
284,1,3,0,0,0,0,1,6,19,8.05
305,0,3,0,0,0,0,1,6,1,8.05
339,1,3,0,0,0,0,1,6,45,8.05
373,0,3,0,0,0,0,1,6,19,8.05
402,0,3,0,0,0,0,1,6,26,8.05
416,0,3,0,0,1,0,1,6,1,8.05
430,1,3,0,0,0,0,1,4,32,8.05
455,0,3,0,0,0,0,1,6,1,8.05
462,0,3,0,0,0,0,1,6,34,8.05
465,0,3,0,0,0,0,1,6,1,8.05
483,0,3,0,0,0,0,1,6,50,8.05
489,0,3,0,0,0,0,1,6,30,8.05
495,0,3,0,0,0,0,1,6,21,8.05
512,0,3,0,0,0,0,1,6,1,8.05
564,0,3,0,0,0,0,1,6,1,8.05
565,0,3,0,0,1,0,1,6,1,8.05
575,0,3,0,0,0,0,1,6,16,8.05
589,0,3,0,0,0,0,1,6,22,8.05
590,0,3,0,0,0,0,1,6,1,8.05
604,0,3,0,0,0,0,1,6,44,8.05
615,0,3,0,0,0,0,1,6,35,8.05
669,0,3,0,0,0,0,1,6,43,8.05
677,0,3,0,0,0,0,1,6,24.5,8.05
697,0,3,0,0,0,0,1,6,44,8.05
759,0,3,0,0,0,0,1,6,34,8.05
815,0,3,0,0,0,0,1,6,30.5,8.05
838,0,3,0,0,0,0,1,6,1,8.05
23,1,3,0,0,1,0,2,6,15,8.0292
3,1,3,0,0,1,0,1,6,26,7.925
69,1,3,4,2,1,6,1,6,17,7.925
105,0,3,2,0,0,2,1,6,37,7.925
116,0,3,0,0,0,0,1,6,21,7.925
174,0,3,0,0,0,0,1,6,21,7.925
217,1,3,0,0,1,0,1,6,27,7.925
383,0,3,0,0,0,0,1,6,32,7.925
393,0,3,2,0,0,2,1,6,28,7.925
401,1,3,0,0,0,0,1,6,39,7.925
415,1,3,0,0,0,0,1,6,44,7.925
529,0,3,0,0,0,0,1,6,39,7.925
580,1,3,0,0,0,0,1,6,32,7.925
637,0,3,0,0,0,0,1,6,32,7.925
665,1,3,1,0,0,1,1,6,20,7.925
730,0,3,1,0,1,1,1,6,25,7.925
745,1,3,0,0,0,0,1,6,31,7.925
817,0,3,0,0,1,0,1,6,23,7.925
841,0,3,0,0,0,0,1,6,20,7.925
30,0,3,0,0,0,0,1,6,1,7.8958
43,0,3,0,0,0,0,0,6,1,7.8958
77,0,3,0,0,0,0,1,6,1,7.8958
101,0,3,0,0,1,0,1,6,28,7.8958
102,0,3,0,0,0,0,1,6,1,7.8958
106,0,3,0,0,0,0,1,6,28,7.8958
109,0,3,0,0,0,0,1,6,38,7.8958
131,0,3,0,0,0,0,0,6,33,7.8958
190,0,3,0,0,0,0,1,6,36,7.8958
224,0,3,0,0,0,0,1,6,1,7.8958
288,0,3,0,0,0,0,1,6,22,7.8958
295,0,3,0,0,0,0,1,6,24,7.8958
314,0,3,0,0,0,0,1,6,28,7.8958
322,0,3,0,0,0,0,1,6,27,7.8958
336,0,3,0,0,0,0,1,6,1,7.8958
385,0,3,0,0,0,0,1,6,1,7.8958
411,0,3,0,0,0,0,1,6,1,7.8958
421,0,3,0,0,0,0,0,6,1,7.8958
456,1,3,0,0,0,0,0,6,29,7.8958
520,0,3,0,0,0,0,1,6,32,7.8958
522,0,3,0,0,0,0,1,6,22,7.8958
562,0,3,0,0,0,0,1,6,40,7.8958
567,0,3,0,0,0,0,1,6,19,7.8958
602,0,3,0,0,0,0,1,6,1,7.8958
607,0,3,0,0,0,0,1,6,30,7.8958
629,0,3,0,0,0,0,1,6,26,7.8958
647,0,3,0,0,0,0,1,6,19,7.8958
651,0,3,0,0,0,0,1,6,1,7.8958
657,0,3,0,0,0,0,1,6,1,7.8958
739,0,3,0,0,0,0,1,6,1,7.8958
740,0,3,0,0,0,0,1,6,1,7.8958
754,0,3,0,0,0,0,1,6,23,7.8958
795,0,3,0,0,0,0,1,6,25,7.8958
848,0,3,0,0,0,0,0,6,35,7.8958
871,0,3,0,0,0,0,1,6,26,7.8958
878,0,3,0,0,0,0,1,6,19,7.8958
879,0,3,0,0,0,0,1,6,1,7.8958
882,0,3,0,0,0,0,1,6,33,7.8958
811,0,3,0,0,0,0,1,6,26,7.8875
29,1,3,0,0,1,0,2,6,1,7.8792
45,1,3,0,0,1,0,2,6,19,7.8792
359,1,3,0,0,1,0,2,6,1,7.8792
360,1,3,0,0,1,0,2,6,1,7.8792
423,0,3,0,0,0,0,1,6,29,7.875
15,0,3,0,0,1,0,1,6,14,7.8542
92,0,3,0,0,0,0,1,6,20,7.8542
176,0,3,1,1,0,2,1,6,18,7.8542
193,1,3,1,0,1,1,1,6,19,7.8542
282,0,3,0,0,0,0,1,6,28,7.8542
316,1,3,0,0,1,0,1,6,26,7.8542
397,0,3,0,0,1,0,1,6,31,7.8542
570,1,3,0,0,0,0,1,6,32,7.8542
624,0,3,0,0,0,0,1,6,21,7.8542
641,0,3,0,0,0,0,1,6,20,7.8542
705,0,3,1,0,0,1,1,6,26,7.8542
772,0,3,0,0,0,0,1,6,48,7.8542
834,0,3,0,0,0,0,1,6,23,7.8542
553,0,3,0,0,0,0,2,6,1,7.8292
654,1,3,0,0,1,0,2,6,1,7.8292
52,0,3,0,0,0,0,1,6,21,7.8
147,1,3,0,0,0,0,1,6,27,7.7958
392,1,3,0,0,0,0,1,6,21,7.7958
396,0,3,0,0,0,0,1,6,22,7.7958
500,0,3,0,0,0,0,1,6,24,7.7958
689,0,3,0,0,0,0,1,6,18,7.7958
757,0,3,0,0,0,0,1,6,28,7.7958
83,1,3,0,0,1,0,2,6,1,7.7875
108,1,3,0,0,0,0,1,6,1,7.775
163,0,3,0,0,0,0,1,6,26,7.775
232,0,3,0,0,0,0,1,6,29,7.775
247,0,3,0,0,1,0,1,6,25,7.775
268,1,3,1,0,0,1,1,6,25,7.775
380,0,3,0,0,0,0,1,6,19,7.775
409,0,3,0,0,0,0,1,6,21,7.775
443,0,3,1,0,0,1,1,6,25,7.775
555,1,3,0,0,1,0,1,6,22,7.775
668,0,3,0,0,0,0,1,6,1,7.775
676,0,3,0,0,0,0,1,6,18,7.775
720,0,3,0,0,0,0,1,6,33,7.775
765,0,3,0,0,0,0,1,6,16,7.775
806,0,3,0,0,0,0,1,6,31,7.775
808,0,3,0,0,1,0,1,6,18,7.775
852,0,3,0,0,0,0,1,6,74,7.775
33,1,3,0,0,1,0,2,6,1,7.75
48,1,3,0,0,1,0,2,6,1,7.75
117,0,3,0,0,0,0,2,6,70.5,7.75
127,0,3,0,0,0,0,2,6,1,7.75
142,1,3,0,0,1,0,1,6,22,7.75
197,0,3,0,0,0,0,2,6,1,7.75
199,1,3,0,0,1,0,2,6,1,7.75
209,1,3,0,0,1,0,2,6,16,7.75
215,0,3,1,0,0,1,2,6,1,7.75
261,0,3,0,0,0,0,2,6,1,7.75
265,0,3,0,0,1,0,2,6,1,7.75
275,1,3,0,0,1,0,2,6,1,7.75
277,0,3,0,0,1,0,1,6,45,7.75
281,0,3,0,0,0,0,2,6,65,7.75
290,1,3,0,0,1,0,2,6,22,7.75
301,1,3,0,0,1,0,2,6,1,7.75
369,1,3,0,0,1,0,2,6,1,7.75
407,0,3,0,0,0,0,1,6,51,7.75
429,0,3,0,0,0,0,2,6,1,7.75
460,0,3,0,0,0,0,2,6,1,7.75
502,0,3,0,0,1,0,2,6,21,7.75
511,1,3,0,0,0,0,2,6,29,7.75
526,0,3,0,0,0,0,2,6,40.5,7.75
561,0,3,0,0,0,0,2,6,1,7.75
574,1,3,0,0,1,0,2,6,1,7.75
594,0,3,0,2,1,2,2,6,1,7.75
614,0,3,0,0,0,0,2,6,1,7.75
750,0,3,0,0,0,0,2,6,31,7.75
768,0,3,0,0,1,0,2,6,30.5,7.75
776,0,3,0,0,0,0,1,6,18,7.75
777,0,3,0,0,0,0,2,5,1,7.75
791,0,3,0,0,0,0,2,6,1,7.75
829,1,3,0,0,0,0,2,6,1,7.75
891,0,3,0,0,0,0,2,6,32,7.75
704,0,3,0,0,0,0,2,6,25,7.7417
728,1,3,0,0,1,0,2,6,1,7.7375
779,0,3,0,0,0,0,2,6,1,7.7375
157,1,3,0,0,1,0,2,6,16,7.7333
422,0,3,0,0,0,0,2,6,21,7.7333
630,0,3,0,0,0,0,2,6,1,7.7333
698,1,3,0,0,1,0,2,6,1,7.7333
389,0,3,0,0,0,0,2,6,1,7.7292
469,0,3,0,0,0,0,2,6,1,7.725
76,0,3,0,0,0,0,1,5,25,7.65
107,1,3,0,0,1,0,1,6,21,7.65
700,0,3,0,0,0,0,1,5,42,7.65
716,0,3,0,0,0,0,1,5,19,7.65
503,0,3,0,0,1,0,2,6,1,7.6292
236,0,3,0,0,1,0,1,6,1,7.55
649,0,3,0,0,0,0,1,6,1,7.55
650,1,3,0,0,1,0,1,6,23,7.55
846,0,3,0,0,0,0,1,6,42,7.55
479,0,3,0,0,0,0,1,6,22,7.5208
515,0,3,0,0,0,0,1,6,24,7.4958
664,0,3,0,0,0,0,1,6,36,7.4958
787,1,3,0,0,1,0,1,6,18,7.4958
155,0,3,0,0,0,0,1,6,1,7.3125
1,0,3,1,0,0,1,1,6,22,7.25
95,0,3,0,0,0,0,1,6,59,7.25
213,0,3,0,0,0,0,1,6,22,7.25
228,0,3,0,0,0,0,1,6,20.5,7.25
251,0,3,0,0,0,0,1,6,1,7.25
321,0,3,0,0,0,0,1,6,22,7.25
366,0,3,0,0,0,0,1,6,30,7.25
377,1,3,0,0,1,0,1,6,22,7.25
426,0,3,0,0,0,0,1,6,1,7.25
471,0,3,0,0,0,0,1,6,1,7.25
492,0,3,0,0,0,0,1,6,21,7.25
593,0,3,0,0,0,0,1,6,47,7.25
786,0,3,0,0,0,0,1,6,25,7.25
37,1,3,0,0,0,0,0,6,1,7.2292
58,0,3,0,0,0,0,0,6,28.5,7.2292
61,0,3,0,0,0,0,0,6,22,7.2292
297,0,3,0,0,0,0,0,6,23.5,7.2292
353,0,3,1,1,0,2,0,6,15,7.2292
368,1,3,0,0,1,0,0,6,1,7.2292
525,0,3,0,0,0,0,0,6,1,7.2292
532,0,3,0,0,0,0,0,6,1,7.2292
533,0,3,1,1,0,2,0,6,17,7.2292
569,0,3,0,0,0,0,0,6,1,7.2292
763,1,3,0,0,0,0,0,6,20,7.2292
781,1,3,0,0,1,0,0,6,13,7.2292
799,0,3,0,0,0,0,0,6,30,7.2292
833,0,3,0,0,0,0,0,6,1,7.2292
860,0,3,0,0,0,0,0,6,1,7.2292
20,1,3,0,0,1,0,0,6,1,7.225
27,0,3,0,0,0,0,0,6,1,7.225
204,0,3,0,0,0,0,0,6,45.5,7.225
245,0,3,0,0,0,0,0,6,30,7.225
355,0,3,0,0,0,0,0,6,1,7.225
523,0,3,0,0,0,0,0,6,1,7.225
554,1,3,0,0,0,0,0,6,22,7.225
599,0,3,0,0,0,0,0,6,1,7.225
662,0,3,0,0,0,0,0,6,40,7.225
694,0,3,0,0,0,0,0,6,25,7.225
774,0,3,0,0,0,0,0,6,1,7.225
876,1,3,0,0,1,0,0,6,15,7.225
128,1,3,0,0,0,0,1,6,24,7.1417
244,0,3,0,0,0,0,1,6,22,7.125
434,0,3,0,0,0,0,1,6,17,7.125
591,0,3,0,0,0,0,1,6,35,7.125
762,0,3,0,0,0,0,1,6,41,7.125
632,0,3,0,0,0,0,1,6,51,7.0542
722,0,3,1,0,0,1,1,6,17,7.0542
132,0,3,0,0,0,0,1,6,20,7.05
211,0,3,0,0,0,0,1,6,24,7.05
364,0,3,0,0,0,0,1,6,35,7.05
466,0,3,0,0,0,0,1,6,38,7.05
612,0,3,0,0,0,0,1,6,1,7.05
785,0,3,0,0,0,0,1,6,25,7.05
885,0,3,0,0,0,0,1,6,25,7.05
478,0,3,1,0,0,1,1,6,29,7.0458
130,0,3,0,0,0,0,1,6,45,6.975
805,1,3,0,0,0,0,1,6,27,6.975
826,0,3,0,0,0,0,2,6,1,6.95
412,0,3,0,0,0,0,2,6,1,6.8583
144,0,3,0,0,0,0,2,6,19,6.75
655,0,3,0,0,1,0,2,6,18,6.75
203,0,3,0,0,0,0,1,6,34,6.4958
372,0,3,1,0,0,1,1,6,18,6.4958
819,0,3,0,0,0,0,1,6,43,6.45
844,0,3,0,0,0,0,0,6,34.5,6.4375
327,0,3,0,0,0,0,1,6,61,6.2375
873,0,1,0,0,0,0,1,1,33,5
379,0,3,0,0,0,0,0,6,20,4.0125
180,0,3,0,0,0,0,1,6,36,0
264,0,1,0,0,0,0,1,1,40,0
272,1,3,0,0,0,0,1,6,25,0
278,0,2,0,0,0,0,1,6,1,0
303,0,3,0,0,0,0,1,6,19,0
414,0,2,0,0,0,0,1,6,1,0
467,0,2,0,0,0,0,1,6,1,0
482,0,2,0,0,0,0,1,6,1,0
598,0,3,0,0,0,0,1,6,49,0
634,0,1,0,0,0,0,1,6,1,0
675,0,2,0,0,0,0,1,6,1,0
733,0,2,0,0,0,0,1,6,1,0
807,0,1,0,0,0,0,1,0,39,0
816,0,1,0,0,0,0,1,1,1,0
823,0,1,0,0,0,0,1,6,38,0
